province,city_muni,year,ira
Bataan,Mariveles,2013,123.177445
Bataan,Mariveles,2014,152.520513
Bataan,Mariveles,2015,174.176697
Bataan,Mariveles,2016,192.218938
Bataan,Morong,1992,3.590389
Bataan,Morong,1993,7.95923
Bataan,Morong,1994,8.575746
Bataan,Morong,1995,9.46974
Bataan,Morong,1996,9.46974
Bataan,Morong,1997,9.46974
Bataan,Morong,1998,11.890794
Bataan,Morong,1999,17.759805
Bataan,Morong,2000,20.64069
Bataan,Morong,2001,19.565053
Bataan,Morong,2002,27.4835228
Bataan,Morong,2003,27.592
Bataan,Morong,2004,26.881155
Bataan,Morong,2005,29.01689
Bataan,Morong,2006,34.08441439
Bataan,Morong,2007,35.149713
Bataan,Morong,2008,35.149713
Bataan,Morong,2009,50.255785
Bataan,Morong,2010,53.277849
Bataan,Morong,2011,57.621774
Bataan,Morong,2012,41.897043
Bataan,Morong,2013,60.639495
Bataan,Morong,2014,68.64416
Bataan,Morong,2015,78.328495
Bataan,Morong,2016,86.271418
Bataan,Orani,1992,4.49338
Bataan,Orani,1993,6.484762
Bataan,Orani,1994,11.174928
Bataan,Orani,1995,12.517196
Bataan,Orani,1996,13.605962
Bataan,Orani,1997,17.592983
Bataan,Orani,1998,19.015681
Bataan,Orani,1999,23.725889
Bataan,Orani,2000,28.758671
Bataan,Orani,2001,26.728885
Bataan,Orani,2002,35.76745983
Bataan,Orani,2003,36.321
Bataan,Orani,2004,36.306036
Bataan,Orani,2005,39.289398
Bataan,Orani,2006,46.03849447
Bataan,Orani,2007,47.523329
Bataan,Orani,2008,57.51696636
Bataan,Orani,2009,64.830064
Bataan,Orani,2010,68.707126
Bataan,Orani,2011,74.346393
Bataan,Orani,2012,72.247766
Bataan,Orani,2013,80.39564
Bataan,Orani,2014,91.063786
Bataan,Orani,2015,103.821285
Bataan,Orani,2016,114.425296
Bataan,Orion,1992,3.952801
Bataan,Orion,1993,6.968294
Bataan,Orion,1994,10.042143
Bataan,Orion,1995,11.105342
Bataan,Orion,1996,12.047964
Bataan,Orion,1997,15.476422
Bataan,Orion,1998,16.692836
Bataan,Orion,1999,20.596326
Bataan,Orion,2000,32.64953656
Bataan,Orion,2001,24.70539549
Bataan,Orion,2002,34.688383
Bataan,Orion,2003,33.161
Bataan,Orion,2004,33.161
Bataan,Orion,2005,35.082903
Bataan,Orion,2006,41.03505338
Bataan,Orion,2007,41.03505338
Bataan,Orion,2008,50.71094299
Bataan,Orion,2009,58.011027
Bataan,Orion,2010,60.424832
Bataan,Orion,2011,65.468413
Bataan,Orion,2012,63.599728
Bataan,Orion,2013,71.630351
Bataan,Orion,2014,81.092661
Bataan,Orion,2015,92.422772
Bataan,Orion,2016,101.826283
Bataan,Pilar,1992,3.160786
Bataan,Pilar,1993,5.38415
Bataan,Pilar,1994,7.821558
Bataan,Pilar,1995,8.726172
Bataan,Pilar,1996,9.467081
Bataan,Pilar,1997,12.328819
Bataan,Pilar,1998,13.225641
Bataan,Pilar,1999,16.388823
Bataan,Pilar,2000,15.1658992
Bataan,Pilar,2001,20.041008
Bataan,Pilar,2002,24.57678856
Bataan,Pilar,2003,26.414
Bataan,Pilar,2004,25.704096
Bataan,Pilar,2005,27.762708
Bataan,Pilar,2006,32.41563652
Bataan,Pilar,2007,33.503847
Bataan,Pilar,2008,44.51087806
Bataan,Pilar,2009,50.331426
Bataan,Pilar,2010,53.415598
Bataan,Pilar,2011,57.784181
Bataan,Pilar,2012,56.117319
Bataan,Pilar,2013,58.28604
Bataan,Pilar,2014,65.972117
Bataan,Pilar,2015,75.184786
Bataan,Pilar,2016,82.821679
Bataan,Samal,1992,2.966144
Bataan,Samal,1993,5.218603
Bataan,Samal,1994,7.543174
Bataan,Samal,1995,8.433664
Bataan,Samal,1996,9.085368
Bataan,Samal,1997,11.483467
Bataan,Samal,1998,12.350171
Bataan,Samal,1999,15.775842
Bataan,Samal,2000,20.286761
Bataan,Samal,2001,18.005676
Bataan,Samal,2002,21.99733661
Bataan,Samal,2003,24.854
Bataan,Samal,2004,24.142944
Bataan,Samal,2005,26.049682
Bataan,Samal,2006,30.44571141
Bataan,Samal,2007,31.40518
Bataan,Samal,2008,40.242027
Bataan,Samal,2009,44.982087
Bataan,Samal,2010,47.688004
Bataan,Samal,2011,51.531083
Bataan,Samal,2012,50.026222
Bataan,Samal,2013,54.499116
Bataan,Samal,2014,61.614193
Bataan,Samal,2015,70.16055
Bataan,Samal,2016,76.940674
Batanes,Basco,1992,1.760034
Batanes,Basco,1993,2.965693
Batanes,Basco,1994,4.469838
Batanes,Basco,1995,4.469838
Batanes,Basco,1996,5.358852
Batanes,Basco,1997,7.124916
Batanes,Basco,1998,7.251771
Batanes,Basco,1999,9.709168
Batanes,Basco,2000,11.286068
Batanes,Basco,2001,11.903
Batanes,Basco,2002,13.4
Batanes,Basco,2003,14.19
Batanes,Basco,2004,14
Batanes,Basco,2005,14.966
Batanes,Basco,2006,17.338
Batanes,Basco,2007,17.984
Batanes,Basco,2008,20.74
Batanes,Basco,2009,24.393754
Batanes,Basco,2010,25.79829
Batanes,Basco,2011,27.808824
Batanes,Basco,2012,26.90868
Batanes,Basco,2013,29.968329
Batanes,Basco,2014,33.782389
Batanes,Basco,2015,38.416927
Batanes,Basco,2016,42.035136
Batanes,Itbayat,1992,1.879958
Batanes,Itbayat,1993,3.396492
Batanes,Itbayat,1994,4.595159
Batanes,Itbayat,1995,4.595159
Batanes,Itbayat,1996,5.434318
Batanes,Itbayat,1997,5.434318
Batanes,Itbayat,1998,6.828121
Batanes,Itbayat,1999,9.202084
Batanes,Itbayat,2000,10.682282
Batanes,Itbayat,2001,9.664
Batanes,Itbayat,2002,13.764
Batanes,Itbayat,2003,12.976
Batanes,Itbayat,2004,13.338
Batanes,Itbayat,2005,13.333
Batanes,Itbayat,2006,14.328
Batanes,Itbayat,2007,17.268
Batanes,Itbayat,2008,22
Batanes,Itbayat,2009,22.909951
Batanes,Itbayat,2010,24.069202
Batanes,Itbayat,2011,26.138546
Batanes,Itbayat,2013,27.845006
Batanes,Itbayat,2014,31.254406
Batanes,Itbayat,2015,29.683562
Batanes,Itbayat,2016,0
Batanes,Ivana,1992,1.278928
Batanes,Ivana,1993,2.200033
Batanes,Ivana,1994,3.155157
Batanes,Ivana,1995,3.155157
Batanes,Ivana,1996,3.769272
Batanes,Ivana,1997,4.92067
Batanes,Ivana,1998,5.012523
Batanes,Ivana,1999,6.060357
Batanes,Ivana,2000,8.445552
Batanes,Ivana,2001,7.37
Batanes,Ivana,2002,9.267
Batanes,Ivana,2003,10.072
Batanes,Ivana,2004,9.686
Batanes,Ivana,2005,10.323
Batanes,Ivana,2006,9.924
Batanes,Ivana,2007,12.463
Batanes,Ivana,2008,14.245
Batanes,Ivana,2009,16.695824
Batanes,Ivana,2010,17.664076
Batanes,Ivana,2011,19.049691
Batanes,Ivana,2012,9.186324
Batanes,Ivana,2013,22.42150074
Batanes,Ivana,2014,22.973126
Batanes,Ivana,2015,26.184895
Batanes,Ivana,2016,28.769532
Batanes,Mahatao,1992,1.284743
Batanes,Mahatao,1993,2.280997
Batanes,Mahatao,1994,3.270039
Batanes,Mahatao,1995,3.270039
Batanes,Mahatao,1996,3.907906
Batanes,Mahatao,1997,3.907906
Batanes,Mahatao,1998,5.072455
Batanes,Mahatao,1999,6.698408
Batanes,Mahatao,2000,7.551764
Batanes,Mahatao,2001,4.381474
Batanes,Mahatao,2002,9.278709
Batanes,Mahatao,2003,10.572
Batanes,Mahatao,2004,9.859
Batanes,Mahatao,2005,10.59
Batanes,Mahatao,2006,12.344
Batanes,Mahatao,2007,12.684722
Batanes,Mahatao,2008,14.64
Batanes,Mahatao,2009,17.45738
Batanes,Mahatao,2010,17.718984
Batanes,Mahatao,2011,19.107504
Batanes,Mahatao,2012,18.431524
Batanes,Mahatao,2013,20.415672
Batanes,Mahatao,2014,23.026888
Batanes,Mahatao,2015,26.218308
Batanes,Mahatao,2016,28.778471
Batanes,Sabtang,1992,1.492608
Batanes,Sabtang,1993,2.585527
Batanes,Sabtang,1994,3.625428
Batanes,Sabtang,1995,3.625428
Batanes,Sabtang,1996,4.309148
Batanes,Sabtang,1997,4.309148
Batanes,Sabtang,1998,7.497486
Batanes,Sabtang,1999,7.497486
Batanes,Sabtang,2000,8.70463
Batanes,Sabtang,2001,8.826083
Batanes,Sabtang,2002,10.404626
Batanes,Sabtang,2003,11.511
Batanes,Sabtang,2004,10.799
Batanes,Sabtang,2005,11.517
Batanes,Sabtang,2006,12.674
Batanes,Sabtang,2007,14.022
Batanes,Sabtang,2008,14.565
Batanes,Sabtang,2009,18.589096
Batanes,Sabtang,2010,19.666382
Batanes,Sabtang,2011,21.213664
Batanes,Sabtang,2012,20.47027
Batanes,Sabtang,2013,22.804608
Batanes,Sabtang,2014,25.733205
Batanes,Sabtang,2015,29.314844
Batanes,Sabtang,2016,32.215236
Batanes,Uyugan,1992,1.263173
Batanes,Uyugan,1993,2.233526
Batanes,Uyugan,1994,3.238943
Batanes,Uyugan,1995,3.238943
Batanes,Uyugan,1996,3.854889
Batanes,Uyugan,1997,3.854889
Batanes,Uyugan,1998,5.070711
Batanes,Uyugan,1999,6.848741
Batanes,Uyugan,2000,7.9541
Batanes,Uyugan,2001,7.507
Batanes,Uyugan,2002,9.633
Batanes,Uyugan,2003,10.441
Batanes,Uyugan,2004,9.728
Batanes,Uyugan,2005,11.055
Batanes,Uyugan,2006,11.745
Batanes,Uyugan,2007,12.498
Batanes,Uyugan,2008,14.306
Batanes,Uyugan,2009,16.75629506
Batanes,Uyugan,2010,17.72459
Batanes,Uyugan,2011,19.110166
Batanes,Uyugan,2012,18.433284
Batanes,Uyugan,2013,20.415144
Batanes,Uyugan,2014,23.021029
Batanes,Uyugan,2015,26.207904
Batanes,Uyugan,2016,28.788526
Batangas,Agoncillo,1992,2.832693
Batangas,Agoncillo,1993,0
Batangas,Agoncillo,1994,7.097325
Batangas,Agoncillo,1995,7.097325
Batangas,Agoncillo,1996,7.097325
Batangas,Agoncillo,1997,7.097325
Batangas,Agoncillo,1998,11.165556
Batangas,Agoncillo,1999,11.165556
Batangas,Agoncillo,2000,15.753845
Batangas,Agoncillo,2001,16.03960171
Batangas,Agoncillo,2002,21.646
Batangas,Agoncillo,2003,23.966
Batangas,Agoncillo,2004,23.31117
Batangas,Agoncillo,2005,23.924169
Batangas,Agoncillo,2006,29.44349589
Batangas,Agoncillo,2007,30.003758
Batangas,Agoncillo,2008,30.003758
Batangas,Agoncillo,2009,43.733474
Batangas,Agoncillo,2010,46.420333
Batangas,Agoncillo,2011,50.234423
Batangas,Agoncillo,2012,48.742572
Batangas,Agoncillo,2013,55.065713
Batangas,Agoncillo,2014,62.388312
Batangas,Agoncillo,2015,71.177076
Batangas,Agoncillo,2016,78.451344
Batangas,Alitagtag,1992,2.351377
Batangas,Alitagtag,1993,0
Batangas,Alitagtag,1994,5.870664
Batangas,Alitagtag,1995,5.870664
Batangas,Alitagtag,1996,5.870664
Batangas,Alitagtag,1997,9.377015
Batangas,Alitagtag,1998,10.120434
Batangas,Alitagtag,1999,12.544451
Batangas,Alitagtag,2000,14.880837
Batangas,Alitagtag,2001,14.221384
Batangas,Alitagtag,2002,18.321748
Batangas,Alitagtag,2003,19.915
Batangas,Alitagtag,2004,19.203118
Batangas,Alitagtag,2005,19.445944
Batangas,Alitagtag,2006,24.05666592
Batangas,Alitagtag,2007,25.52096
Batangas,Alitagtag,2008,29.95118196
Batangas,Alitagtag,2009,33.726483
Batangas,Alitagtag,2010,35.77246
Batangas,Alitagtag,2011,38.676553
Batangas,Alitagtag,2012,37.947026
Batangas,Alitagtag,2013,41.906552
Batangas,Alitagtag,2014,47.42201
Batangas,Alitagtag,2015,54.05812
Batangas,Alitagtag,2016,59.53487
Batangas,Balayan,1992,5.795662
Batangas,Balayan,1993,0
Batangas,Balayan,1994,13.023097
Batangas,Balayan,1995,13.023097
Batangas,Balayan,1996,13.023097
Batangas,Balayan,1997,20.569232
Batangas,Balayan,1998,21.273889
Batangas,Balayan,1999,21.273889
Batangas,Balayan,2000,34.25536
Batangas,Balayan,2001,32.009137
Batangas,Balayan,2002,44.0417893
Batangas,Balayan,2003,44.48
Batangas,Balayan,2004,43.773718
Batangas,Balayan,2005,45.438494
Batangas,Balayan,2006,52.184394
Batangas,Balayan,2007,59.10284
Batangas,Balayan,2008,73.19535176000001
Batangas,Balayan,2009,82.345783
Batangas,Balayan,2010,87.46101
Batangas,Balayan,2011,94.710498
Batangas,Balayan,2012,92.059635
Batangas,Balayan,2013,102.821927
Batangas,Balayan,2014,115.816298
Batangas,Balayan,2015,132.255756
Batangas,Balayan,2016,145.933949
Batangas,Balete,1992,2.055976
Batangas,Balete,1993,0
Batangas,Balete,1994,5.069918
Batangas,Balete,1995,5.069918
Batangas,Balete,1996,5.069918
Batangas,Balete,1997,8.322738
Batangas,Balete,1998,8.509542
Batangas,Balete,1999,8.509542
Batangas,Balete,2000,13.4762
Batangas,Balete,2001,13.21686
Batangas,Balete,2002,15.752
Batangas,Balete,2003,15.752
Batangas,Balete,2004,16.932634
Batangas,Balete,2005,18.259348
Batangas,Balete,2006,21.39300924
Batangas,Balete,2007,22.036779
Batangas,Balete,2008,27.4651377
Batangas,Balete,2009,30.984578
Batangas,Balete,2010,32.860195
Batangas,Balete,2011,35.524786
Batangas,Balete,2012,34.423666
Batangas,Balete,2013,38.667438
Batangas,Balete,2014,43.754128
Batangas,Balete,2015,49.882687
Batangas,Balete,2016,54.932533
Batangas,Batangas City,1992,69.532649
Batangas,Batangas City,1993,236.049084
Batangas,Batangas City,1994,153.904657
Batangas,Batangas City,1995,162.009216
Batangas,Batangas City,1996,173.995598
Batangas,Batangas City,1997,198.848669
Batangas,Batangas City,1998,214.030062
Batangas,Batangas City,1999,222.188786
Batangas,Batangas City,2000,262.99416
Batangas,Batangas City,2001,249.157572
Batangas,Batangas City,2002,252.387
Batangas,Batangas City,2003,295.249
Batangas,Batangas City,2004,290.181293
Batangas,Batangas City,2005,304.485969
Batangas,Batangas City,2006,376.44861709
Batangas,Batangas City,2007,338.465524
Batangas,Batangas City,2008,412.87583861
Batangas,Batangas City,2009,487.0743894
Batangas,Batangas City,2010,530.249615
Batangas,Batangas City,2011,569.579742
Batangas,Batangas City,2012,497.813272
Batangas,Batangas City,2013,528.883424
Batangas,Batangas City,2014,595.086853
Batangas,Batangas City,2015,680.496924
Batangas,Batangas City,2016,744.854228
Batangas,Bauan,1992,5.646294
Batangas,Bauan,1993,0
Batangas,Bauan,1994,13.797819
Batangas,Bauan,1995,13.797819
Batangas,Bauan,1996,13.797819
Batangas,Bauan,1997,21.210669
Batangas,Bauan,1998,22.714079
Batangas,Bauan,1999,28.475535
Batangas,Bauan,2000,33.103179
Batangas,Bauan,2001,28.118
Batangas,Bauan,2002,42.933
Batangas,Bauan,2003,45.117
Batangas,Bauan,2004,45.103212
Batangas,Bauan,2005,48.774134
Batangas,Bauan,2006,57.25898815999999
Batangas,Bauan,2007,58.468807
Batangas,Bauan,2008,67.570765
Batangas,Bauan,2009,78.385211
Batangas,Bauan,2010,83.981906
Batangas,Bauan,2011,90.933792
Batangas,Bauan,2012,88.411152
Batangas,Bauan,2013,97.931868
Batangas,Bauan,2014,111.014428
Batangas,Bauan,2015,126.624455
Batangas,Bauan,2016,139.632847
Batangas,Calaca,1992,5.082842
Batangas,Calaca,1993,0
Batangas,Calaca,1994,11.590638
Batangas,Calaca,1995,11.590638
Batangas,Calaca,1996,11.590638
Batangas,Calaca,1997,18.342943
Batangas,Calaca,1998,18.960752
Batangas,Calaca,1999,26.179611
Batangas,Calaca,2000,28.035874
Batangas,Calaca,2001,30.273165
Batangas,Calaca,2002,35.96563382
Batangas,Calaca,2003,40.768151
Batangas,Calaca,2004,40.059816
Batangas,Calaca,2005,43.442226
Batangas,Calaca,2006,48.87933974
Batangas,Calaca,2007,58.287722
Batangas,Calaca,2008,64.262845
Batangas,Calaca,2009,71.320678
Batangas,Calaca,2010,75.760547
Batangas,Calaca,2011,82.062272
Batangas,Calaca,2012,79.718976
Batangas,Calaca,2013,92.31195
Batangas,Calaca,2014,104.718669
Batangas,Calaca,2015,119.560402
Batangas,Calaca,2016,131.8922
Batangas,Calatagan,1992,4.309278
Batangas,Calatagan,1993,0
Batangas,Calatagan,1994,10.010916
Batangas,Calatagan,1995,10.010916
Batangas,Calatagan,1996,10.010916
Batangas,Calatagan,1997,15.492211
Batangas,Calatagan,1998,17.164759
Batangas,Calatagan,1999,21.375514
Batangas,Calatagan,2000,25.874632
Batangas,Calatagan,2001,24.228896
Batangas,Calatagan,2002,32.94915029
Batangas,Calatagan,2003,34.904
Batangas,Calatagan,2004,33.507773
Batangas,Calatagan,2005,35.314142
Batangas,Calatagan,2006,42.69345836
Batangas,Calatagan,2007,44.141088
Batangas,Calatagan,2008,53.90660989
Batangas,Calatagan,2009,60.840963
Batangas,Calatagan,2010,64.621507
Batangas,Calatagan,2011,69.995112
Batangas,Calatagan,2012,67.957593
Batangas,Calatagan,2013,74.904072
Batangas,Calatagan,2014,84.955116
Batangas,Calatagan,2015,97.006501
Batangas,Calatagan,2016,106.993268
Batangas,Cuenca,1992,2.744422
Batangas,Cuenca,1993,0
Batangas,Cuenca,1994,6.735561
Batangas,Cuenca,1995,6.735561
Batangas,Cuenca,1996,6.735561
Batangas,Cuenca,1997,10.843385
Batangas,Cuenca,1998,11.145979
Batangas,Cuenca,1999,14.321098
Batangas,Cuenca,2000,17.714084
Batangas,Cuenca,2001,16.573
Batangas,Cuenca,2002,22.696
Batangas,Cuenca,2003,22.784
Batangas,Cuenca,2004,22.767468
Batangas,Cuenca,2005,24.608397
Batangas,Cuenca,2006,27.77690626
Batangas,Cuenca,2007,29.780753
Batangas,Cuenca,2008,36.316124
Batangas,Cuenca,2009,40.278931
Batangas,Cuenca,2010,42.736605
Batangas,Cuenca,2011,46.231224
Batangas,Cuenca,2012,44.839595
Batangas,Cuenca,2013,51.600197
Batangas,Cuenca,2014,58.442093
Batangas,Cuenca,2015,66.665996
Batangas,Cuenca,2016,73.4612
Batangas,Ibaan,1992,3.86764
Batangas,Ibaan,1993,0
Batangas,Ibaan,1994,8.519069
Batangas,Ibaan,1995,8.519069
Batangas,Ibaan,1996,8.519069
Batangas,Ibaan,1997,19.827782
Batangas,Ibaan,1998,14.209332
Batangas,Ibaan,1999,18.771832
Batangas,Ibaan,2000,20.956844
Batangas,Ibaan,2001,23.98527379
Batangas,Ibaan,2002,29.64472732
Batangas,Ibaan,2003,24.950004
Batangas,Ibaan,2004,28.755797
Batangas,Ibaan,2005,31.463018
Batangas,Ibaan,2006,38.00057236
Batangas,Ibaan,2007,39.317988
Batangas,Ibaan,2008,47.70044309
Batangas,Ibaan,2009,53.822903
Batangas,Ibaan,2010,57.148652
Batangas,Ibaan,2011,61.867927
Batangas,Ibaan,2012,60.068748
Batangas,Ibaan,2013,68.359383
Batangas,Ibaan,2014,77.488368
Batangas,Ibaan,2015,88.425704
Batangas,Ibaan,2016,97.497156
Batangas,Laurel,1992,3.199274
Batangas,Laurel,1993,0
Batangas,Laurel,1994,7.25549
Batangas,Laurel,1995,7.25549
Batangas,Laurel,1996,7.25549
Batangas,Laurel,1997,7.25549
Batangas,Laurel,1998,7.25549
Batangas,Laurel,1999,16.78147059
Batangas,Laurel,2000,16.94140011
Batangas,Laurel,2001,18.663582
Batangas,Laurel,2002,20.646746
Batangas,Laurel,2003,19.859023
Batangas,Laurel,2004,23.881013
Batangas,Laurel,2005,25.397785
Batangas,Laurel,2006,30.35033964
Batangas,Laurel,2007,31.352336
Batangas,Laurel,2008,38.870285
Batangas,Laurel,2009,58.25617
Batangas,Laurel,2010,59.951789
Batangas,Laurel,2011,52.725304
Batangas,Laurel,2012,51.158981
Batangas,Laurel,2013,56.75714
Batangas,Laurel,2014,64.30298
Batangas,Laurel,2015,73.367134
Batangas,Laurel,2016,80.56854
Batangas,Lemery,1992,5.479255
Batangas,Lemery,1993,0
Batangas,Lemery,1994,13.391929
Batangas,Lemery,1995,13.391929
Batangas,Lemery,1996,13.391929
Batangas,Lemery,1997,19.974904
Batangas,Lemery,1998,21.752278
Batangas,Lemery,1999,27.581315
Batangas,Lemery,2000,33.19712
Batangas,Lemery,2001,29.317239
Batangas,Lemery,2002,43.3163729
Batangas,Lemery,2003,44.214
Batangas,Lemery,2004,44.062078
Batangas,Lemery,2005,47.766945
Batangas,Lemery,2006,56.0329899
Batangas,Lemery,2007,57.969989
Batangas,Lemery,2008,70.68936651
Batangas,Lemery,2009,79.766927
Batangas,Lemery,2010,84.708613
Batangas,Lemery,2011,91.738793
Batangas,Lemery,2012,89.159256
Batangas,Lemery,2013,102.705383
Batangas,Lemery,2014,116.478624
Batangas,Lemery,2015,132.935767
Batangas,Lemery,2016,146.628295
Batangas,Lian,1992,3.805207
Batangas,Lian,1993,0
Batangas,Lian,1994,8.957021
Batangas,Lian,1995,8.957021
Batangas,Lian,1996,8.957021
Batangas,Lian,1997,15.817528
Batangas,Lian,1998,15.072481
Batangas,Lian,1999,19.019228
Batangas,Lian,2000,23.040013
Batangas,Lian,2001,22.92701
Batangas,Lian,2002,28.250509
Batangas,Lian,2003,30.19142
Batangas,Lian,2004,29.448211
Batangas,Lian,2005,31.90999756
Batangas,Lian,2006,37.54437398
Batangas,Lian,2007,38.75486
Batangas,Lian,2008,45.680267
Batangas,Lian,2009,53.868836
Batangas,Lian,2010,56.821552
Batangas,Lian,2011,61.907418
Batangas,Lian,2012,59.735116
Batangas,Lian,2013,66.395064
Batangas,Lian,2014,75.29238
Batangas,Lian,2015,85.959485
Batangas,Lian,2016,94.799816
Batangas,Lipa City,1992,60.673675
Batangas,Lipa City,1993,112.749226
Batangas,Lipa City,1994,133.719767
Batangas,Lipa City,1995,140.475644
Batangas,Lipa City,1996,150.935218
Batangas,Lipa City,1997,150.935218
Batangas,Lipa City,1998,150.935218
Batangas,Lipa City,1999,194.717741
Batangas,Lipa City,2001,210.698345
Batangas,Lipa City,2002,250.58831789
Batangas,Lipa City,2003,251.449
Batangas,Lipa City,2004,251.586588
Batangas,Lipa City,2005,266.331141
Batangas,Lipa City,2006,319.58424288
Batangas,Lipa City,2007,323.289119
Batangas,Lipa City,2008,366.232779
Batangas,Lipa City,2009,426.115633
Batangas,Lipa City,2010,463.548105
Batangas,Lipa City,2011,497.81623
Batangas,Lipa City,2012,435.69605
Batangas,Lipa City,2013,475.69858
Batangas,Lipa City,2014,535.129742
Batangas,Lipa City,2015,611.975258
Batangas,Lipa City,2016,669.747769
Batangas,Lobo,1992,0
Batangas,Lobo,1993,0
Batangas,Lobo,1994,9.68294
Batangas,Lobo,1995,9.68294
Batangas,Lobo,1996,9.68294
Batangas,Lobo,1997,14.64958
Batangas,Lobo,1998,15.599027
Batangas,Lobo,1999,20.541373
Batangas,Lobo,2000,24.487411
Batangas,Lobo,2001,21.91464
Batangas,Lobo,2002,29.563404
Batangas,Lobo,2003,31.51
Batangas,Lobo,2004,30.800419
Batangas,Lobo,2005,33.275713
Batangas,Lobo,2006,39.87053636
Batangas,Lobo,2007,40.480626
Batangas,Lobo,2008,48.80775135
Batangas,Lobo,2009,54.985586
Batangas,Lobo,2010,58.349918
Batangas,Lobo,2011,63.15994
Batangas,Lobo,2012,61.272432
Batangas,Lobo,2013,66.665576
Batangas,Lobo,2014,75.545804
Batangas,Lobo,2015,86.243784
Batangas,Lobo,2016,95.061083
Batangas,Mabini,1992,3.483571
Batangas,Mabini,1993,0
Batangas,Mabini,1994,8.41707
Batangas,Mabini,1995,8.41707
Batangas,Mabini,1996,8.41707
Batangas,Mabini,1997,12.904542
Batangas,Mabini,1998,14.124462
Batangas,Mabini,1999,17.667401
Batangas,Mabini,2000,19.76992008
Batangas,Mabini,2001,20.014465
Batangas,Mabini,2002,27.095
Batangas,Mabini,2003,28.406
Batangas,Mabini,2004,27.695307
Batangas,Mabini,2005,29.988288
Batangas,Mabini,2006,36.03038958
Batangas,Mabini,2007,36.861151
Batangas,Mabini,2008,42.90644607
Batangas,Mabini,2009,48.328986
Batangas,Mabini,2010,51.315285
Batangas,Mabini,2011,55.54859
Batangas,Mabini,2012,53.922296
Batangas,Mabini,2013,62.467714
Batangas,Mabini,2014,70.80887
Batangas,Mabini,2015,80.800693
Batangas,Mabini,2016,89.089324
Batangas,Malvar,1992,3.007268
Batangas,Malvar,1993,0
Batangas,Malvar,1994,7.352262
Batangas,Malvar,1995,7.352262
Batangas,Malvar,1996,7.352262
Batangas,Malvar,1997,7.352262
Batangas,Malvar,1998,13.135074
Batangas,Malvar,1999,15.625585
Batangas,Malvar,2000,18.16219
Batangas,Malvar,2001,18.585
Batangas,Malvar,2002,23.946
Batangas,Malvar,2003,26.064
Batangas,Malvar,2004,25.054789
Batangas,Malvar,2005,27.1535496
Batangas,Malvar,2006,29.777086
Batangas,Malvar,2007,36.81624
Batangas,Malvar,2008,41.25573
Batangas,Malvar,2009,48.342118
Batangas,Malvar,2010,51.336399
Batangas,Malvar,2011,55.576932
Batangas,Malvar,2012,53.95512
Batangas,Malvar,2013,62.900592
Batangas,Malvar,2014,71.30968
Batangas,Malvar,2015,81.375965
Batangas,Malvar,2016,89.73293
Batangas,Mataas Na Kahoy,1992,2.289142
Batangas,Mataas Na Kahoy,1993,0
Batangas,Mataas Na Kahoy,1994,5.619555
Batangas,Mataas Na Kahoy,1995,5.619555
Batangas,Mataas Na Kahoy,1996,5.619555
Batangas,Mataas Na Kahoy,1997,8.691634
Batangas,Mataas Na Kahoy,1998,8.878853
Batangas,Mataas Na Kahoy,1999,11.921089
Batangas,Mataas Na Kahoy,2000,14.08101415
Batangas,Mataas Na Kahoy,2001,13.836961
Batangas,Mataas Na Kahoy,2002,18.769055
Batangas,Mataas Na Kahoy,2003,19.158217
Batangas,Mataas Na Kahoy,2004,19.104796
Batangas,Mataas Na Kahoy,2005,20.619938
Batangas,Mataas Na Kahoy,2006,22.457313
Batangas,Mataas Na Kahoy,2007,24.506927
Batangas,Mataas Na Kahoy,2008,30.061144
Batangas,Mataas Na Kahoy,2009,35.23633
Batangas,Mataas Na Kahoy,2010,37.397829
Batangas,Mataas Na Kahoy,2011,40.464025
Batangas,Mataas Na Kahoy,2012,39.232981
Batangas,Mataas Na Kahoy,2013,44.649396
Batangas,Mataas Na Kahoy,2014,50.578328
Batangas,Mataas Na Kahoy,2015,57.702551
Batangas,Mataas Na Kahoy,2016,63.591066
Batangas,Nasugbu,1992,8.27938
Batangas,Nasugbu,1993,0
Batangas,Nasugbu,1994,18.639478
Batangas,Nasugbu,1995,18.639478
Batangas,Nasugbu,1996,18.639478
Batangas,Nasugbu,1997,28.729471
Batangas,Nasugbu,1998,29.847849
Batangas,Nasugbu,1999,40.430418
Batangas,Nasugbu,2001,44.436533
Batangas,Nasugbu,2002,62.76961104
Batangas,Nasugbu,2003,63.768585
Batangas,Nasugbu,2004,63.771147
Batangas,Nasugbu,2005,69.902918
Batangas,Nasugbu,2006,81.02937348
Batangas,Nasugbu,2007,84.225975
Batangas,Nasugbu,2008,101.612779
Batangas,Nasugbu,2009,119.985561
Batangas,Nasugbu,2010,127.439923
Batangas,Nasugbu,2011,138.037643
Batangas,Nasugbu,2012,134.19505675
Batangas,Nasugbu,2013,154.580067
Batangas,Nasugbu,2014,175.345384
Batangas,Nasugbu,2015,200.168581
Batangas,Nasugbu,2016,223.538012
Batangas,Padre Garcia,1992,2.906435
Batangas,Padre Garcia,1993,0
Batangas,Padre Garcia,1994,8.437201
Batangas,Padre Garcia,1995,8.437201
Batangas,Padre Garcia,1996,8.437201
Batangas,Padre Garcia,1997,10.863865
Batangas,Padre Garcia,1998,13.504761
