province,city_muni,year,ira
Abra,Bangued,1992,0
Abra,Bangued,1993,7.280949
Abra,Bangued,1994,10.311497
Abra,Bangued,1995,10.311497
Abra,Bangued,1996,12.43571
Abra,Bangued,1997,15.531566
Abra,Bangued,1998,16.796167
Abra,Bangued,1999,20.802681
Abra,Bangued,2000,25.225384
Abra,Bangued,2001,23.405775
Abra,Bangued,2002,31.55287748
Abra,Bangued,2003,32.407746
Abra,Bangued,2004,31.697966
Abra,Bangued,2005,34.236094
Abra,Bangued,2006,40.059389
Abra,Bangued,2007,41.325124
Abra,Bangued,2008,51.17913148
Abra,Bangued,2009,57.640021
Abra,Bangued,2010,61.136243
Abra,Bangued,2011,66.107814
Abra,Bangued,2012,64.205614
Abra,Bangued,2013,68.25489
Abra,Bangued,2014,77.222985
Abra,Bangued,2015,87.988928
Abra,Bangued,2016,96.897952
Abra,Boliney,1992,2.160132
Abra,Boliney,1993,0
Abra,Boliney,1994,5.166973
Abra,Boliney,1995,5.675715
Abra,Boliney,1996,5.675715
Abra,Boliney,1997,5.675715
Abra,Boliney,1998,9.834747
Abra,Boliney,1999,12.034697
Abra,Boliney,2000,14.637636
Abra,Boliney,2001,14.833847
Abra,Boliney,2002,18.61792163
Abra,Boliney,2003,19.11466136
Abra,Boliney,2004,18.143668
Abra,Boliney,2005,15.541636
Abra,Boliney,2006,22.99458659
Abra,Boliney,2007,23.631724
Abra,Boliney,2008,28.37258427
Abra,Boliney,2009,32.013946
Abra,Boliney,2010,33.877393
Abra,Boliney,2011,36.591124
Abra,Boliney,2012,35.367918
Abra,Boliney,2013,39.853946
Abra,Boliney,2014,45.0561
Abra,Boliney,2015,51.421188
Abra,Boliney,2016,56.574216
Abra,Bucay,1992,0
Abra,Bucay,1993,0
Abra,Bucay,1994,6.888276
Abra,Bucay,1995,6.888276
Abra,Bucay,1996,6.888276
Abra,Bucay,1997,6.888276
Abra,Bucay,1998,6.888276
Abra,Bucay,1999,13.724563
Abra,Bucay,2000,14.904821
Abra,Bucay,2001,17.510124
Abra,Bucay,2002,18.864933
Abra,Bucay,2003,18.83857405
Abra,Bucay,2004,18.116384
Abra,Bucay,2005,21.335824
Abra,Bucay,2006,24.205511
Abra,Bucay,2007,25.650552
Abra,Bucay,2008,30.146946
Abra,Bucay,2009,34.600998
Abra,Bucay,2010,36.443134
Abra,Bucay,2011,39.359261
Abra,Bucay,2012,38.13305
Abra,Bucay,2013,42.726816
Abra,Bucay,2014,48.180244
Abra,Bucay,2015,55.017792
Abra,Bucay,2016,60.53497
Abra,Bucloc,1992,1.564905
Abra,Bucloc,1993,0
Abra,Bucloc,1994,3.921072
Abra,Bucloc,1995,3.921072
Abra,Bucloc,1996,4.502845
Abra,Bucloc,1997,5.963232
Abra,Bucloc,1998,5.935493
Abra,Bucloc,1999,7.934552
Abra,Bucloc,2000,9.17040226
Abra,Bucloc,2001,9.381451
Abra,Bucloc,2002,10.79998705
Abra,Bucloc,2003,12.610746
Abra,Bucloc,2004,11.898088
Abra,Bucloc,2005,12.767355
Abra,Bucloc,2006,14.72864231
Abra,Bucloc,2007,15.365244
Abra,Bucloc,2008,18.39704951
Abra,Bucloc,2009,20.80567
Abra,Bucloc,2010,21.973197
Abra,Bucloc,2011,23.708239
Abra,Bucloc,2012,22.889935
Abra,Bucloc,2013,25.278828
Abra,Bucloc,2014,28.53288
Abra,Bucloc,2015,32.51184
Abra,Bucloc,2016,35.734824
Abra,Daguioman,1992,1.823584
Abra,Daguioman,1993,0
Abra,Daguioman,1994,4.198972
Abra,Daguioman,1995,4.531092
Abra,Daguioman,1996,5.024039
Abra,Daguioman,1997,6.332236
Abra,Daguioman,1998,6.951021
Abra,Daguioman,1999,8.499451
Abra,Daguioman,2000,9.914141
Abra,Daguioman,2001,9.468728
Abra,Daguioman,2002,13.21889287
Abra,Daguioman,2003,14.119324
Abra,Daguioman,2004,13.40694
Abra,Daguioman,2005,14.412063
Abra,Daguioman,2006,16.90987953
Abra,Daguioman,2007,17.432277
Abra,Daguioman,2008,20.226376
Abra,Daguioman,2009,23.765823
Abra,Daguioman,2010,25.162323
Abra,Daguioman,2011,27.174352
Abra,Daguioman,2012,26.237877
Abra,Daguioman,2013,28.903512
Abra,Daguioman,2014,32.66498
Abra,Daguioman,2015,37.271032
Abra,Daguioman,2016,40.996075
Abra,Danglas,1992,2.40808
Abra,Danglas,1993,0
Abra,Danglas,1994,5.59207
Abra,Danglas,1995,6.119147
Abra,Danglas,1996,6.544918
Abra,Danglas,1997,8.516633
Abra,Danglas,1998,8.838752
Abra,Danglas,1999,10.732645
Abra,Danglas,2000,13.00987
Abra,Danglas,2001,12.445559
Abra,Danglas,2002,16.18283622
Abra,Danglas,2003,16.400253
Abra,Danglas,2004,16.382271
Abra,Danglas,2005,17.310805
Abra,Danglas,2006,17.612028
Abra,Danglas,2007,21.265308
Abra,Danglas,2008,26.16973032
Abra,Danglas,2009,29.52952
Abra,Danglas,2010,31.772449
Abra,Danglas,2011,33.747644
Abra,Danglas,2012,32.62974
Abra,Danglas,2013,35.484683
Abra,Danglas,2014,40.150137
Abra,Danglas,2015,45.71835
Abra,Danglas,2016,50.281644
Abra,Dolores,1992,0
Abra,Dolores,1993,3.198075
Abra,Dolores,1994,4.705432
Abra,Dolores,1995,5.085291
Abra,Dolores,1996,5.593745
Abra,Dolores,1997,7.96124
Abra,Dolores,1998,8.663326
Abra,Dolores,1999,10.979892
Abra,Dolores,2000,14.82802409
Abra,Dolores,2001,13.272
Abra,Dolores,2002,16.3922
Abra,Dolores,2003,16.561354
Abra,Dolores,2004,16.579821
Abra,Dolores,2005,17.818077
Abra,Dolores,2006,18.413357
Abra,Dolores,2007,21.449565
Abra,Dolores,2008,25.54700062
Abra,Dolores,2009,28.737538
Abra,Dolores,2010,30.42238
Abra,Dolores,2011,32.837611
Abra,Dolores,2012,31.787666
Abra,Dolores,2013,35.650219
Abra,Dolores,2014,40.261151
Abra,Dolores,2015,45.855252
Abra,Dolores,2016,50.428068
Abra,Lacub,1992,3.108833
Abra,Lacub,1993,5.432473
Abra,Lacub,1994,6.96091
Abra,Lacub,1995,7.589936
Abra,Lacub,1996,8.08379
Abra,Lacub,1997,10.026601
Abra,Lacub,1998,10.579394
Abra,Lacub,1999,13.363209
Abra,Lacub,2000,16.294387
Abra,Lacub,2001,16.794585
Abra,Lacub,2002,20.52758696
Abra,Lacub,2003,21.525519
Abra,Lacub,2004,20.814278
Abra,Lacub,2005,22.402561
Abra,Lacub,2006,26.39961269
Abra,Lacub,2007,27.154208
Abra,Lacub,2008,32.8794239
Abra,Lacub,2009,37.15982
Abra,Lacub,2010,39.29374
Abra,Lacub,2011,42.448957
Abra,Lacub,2012,41.037701
Abra,Lacub,2013,45.464609
Abra,Lacub,2014,51.406042
Abra,Lacub,2015,58.687198
Abra,Lacub,2016,64.571406
Abra,Lagangilang,1992,0
Abra,Lagangilang,1993,0
Abra,Lagangilang,1994,5.722705
Abra,Lagangilang,1995,5.722705
Abra,Lagangilang,1996,6.335368
Abra,Lagangilang,1997,9.361415
Abra,Lagangilang,1998,9.650115
Abra,Lagangilang,1999,12.230308
Abra,Lagangilang,2000,15.285282
Abra,Lagangilang,2001,14.760721
Abra,Lagangilang,2002,17.506831
Abra,Lagangilang,2003,19.049395
Abra,Lagangilang,2004,18.337672
Abra,Lagangilang,2005,19.736689
Abra,Lagangilang,2006,23.159293
Abra,Lagangilang,2007,23.78518
Abra,Lagangilang,2008,23.823446
Abra,Lagangilang,2009,32.17839
Abra,Lagangilang,2010,33.962196
Abra,Lagangilang,2011,36.855544
Abra,Lagangilang,2012,35.638653
Abra,Lagangilang,2013,39.542317
Abra,Lagangilang,2014,44.680368
Abra,Lagangilang,2015,50.909508
Abra,Lagangilang,2016,55.906546
Abra,Lagayan,1992,2.020017
Abra,Lagayan,1993,0
Abra,Lagayan,1994,4.873826
Abra,Lagayan,1995,5.236266
Abra,Lagayan,1996,5.616368
Abra,Lagayan,1997,9.007956
Abra,Lagayan,1998,9.963195
Abra,Lagayan,1999,11.906516
Abra,Lagayan,2000,14.156998
Abra,Lagayan,2001,13.039599
Abra,Lagayan,2002,18.18852209
Abra,Lagayan,2003,23.39417133
Abra,Lagayan,2004,18.431223
Abra,Lagayan,2005,18.191206
Abra,Lagayan,2006,21.756227
Abra,Lagayan,2007,23.992971
Abra,Lagayan,2008,28.8902808
Abra,Lagayan,2009,32.887836
Abra,Lagayan,2010,34.490223
Abra,Lagayan,2011,37.260156
Abra,Lagayan,2012,36.021792
Abra,Lagayan,2013,40.222387
Abra,Lagayan,2014,45.4658
Abra,Lagayan,2015,51.879409
Abra,Lagayan,2016,57.073693
Abra,Langiden,1992,0
Abra,Langiden,1993,3.380366
Abra,Langiden,1994,4.638089
Abra,Langiden,1995,5.086683
Abra,Langiden,1996,5.456329
Abra,Langiden,1997,7.204262
Abra,Langiden,1998,7.868718
Abra,Langiden,1999,9.591602
Abra,Langiden,2000,11.62352316
Abra,Langiden,2001,10.901288
Abra,Langiden,2002,14.42255916
Abra,Langiden,2003,15.091055
Abra,Langiden,2004,14.378772
Abra,Langiden,2005,15.44205
Abra,Langiden,2006,16.91286
Abra,Langiden,2007,18.610632
Abra,Langiden,2008,21.503975
Abra,Langiden,2009,25.255801
Abra,Langiden,2010,26.678981
Abra,Langiden,2011,28.792425
Abra,Langiden,2012,27.820705
Abra,Langiden,2013,30.719741
Abra,Langiden,2014,34.685424
Abra,Langiden,2015,39.534264
Abra,Langiden,2016,43.4625
Abra,La Paz,1992,0
Abra,La Paz,1993,0
Abra,La Paz,1994,5.774034
Abra,La Paz,1995,5.774034
Abra,La Paz,1996,5.774034
Abra,La Paz,1997,5.774034
Abra,La Paz,1998,5.774034
Abra,La Paz,1999,5.774034
Abra,La Paz,2001,13.818522
Abra,La Paz,2002,16.092678
Abra,La Paz,2003,15.585846
Abra,La Paz,2004,16.8515761
Abra,La Paz,2005,17.741578
Abra,La Paz,2006,18.13688
Abra,La Paz,2007,21.831
Abra,La Paz,2008,25.359196
Abra,La Paz,2009,29.627012
Abra,La Paz,2010,31.384611
Abra,La Paz,2011,33.892344
Abra,La Paz,2012,32.828079
Abra,La Paz,2013,36.287868
Abra,La Paz,2014,40.99986
Abra,La Paz,2015,46.69853
Abra,La Paz,2016,51.373724
Abra,Licuan-Baay,1992,0
Abra,Licuan-Baay,1993,5.339807
Abra,Licuan-Baay,1994,6.850543
Abra,Licuan-Baay,1995,7.482838
Abra,Licuan-Baay,1996,7.482838
Abra,Licuan-Baay,1997,7.482838
Abra,Licuan-Baay,1998,10.858035
Abra,Licuan-Baay,1999,13.289161
Abra,Licuan-Baay,2001,16.056076
Abra,Licuan-Baay,2002,16.08936423
Abra,Licuan-Baay,2003,19.921409
Abra,Licuan-Baay,2004,20.235725
Abra,Licuan-Baay,2005,19.116211
Abra,Licuan-Baay,2006,24.600517
Abra,Licuan-Baay,2007,25.936932
Abra,Licuan-Baay,2008,30.001422
Abra,Licuan-Baay,2009,35.328251
Abra,Licuan-Baay,2010,37.55248825
Abra,Licuan-Baay,2011,40.293732
Abra,Licuan-Baay,2012,38.958096
Abra,Licuan-Baay,2013,43.977651
Abra,Licuan-Baay,2014,49.721724
Abra,Licuan-Baay,2015,56.748996
Abra,Licuan-Baay,2016,62.439108
Abra,Luba,1992,2.294816
Abra,Luba,1993,0
Abra,Luba,1994,5.575218
Abra,Luba,1995,6.12631
Abra,Luba,1996,6.69954
Abra,Luba,1997,8.440189
Abra,Luba,1998,9.247302
Abra,Luba,1999,11.313849
Abra,Luba,2000,13.705606
Abra,Luba,2001,7.1775
Abra,Luba,2002,16.87964363
Abra,Luba,2003,17.807872
Abra,Luba,2004,17.096016
Abra,Luba,2005,18.42834
Abra,Luba,2006,23.23780292
Abra,Luba,2007,22.796641
Abra,Luba,2008,26.42456464
Abra,Luba,2009,29.777476
Abra,Luba,2010,31.515924
Abra,Luba,2011,34.030164
Abra,Luba,2012,32.910288
Abra,Luba,2013,36.408084
Abra,Luba,2014,41.135662
Abra,Luba,2015,46.903182
Abra,Luba,2016,51.587958
Abra,Malibcong,1992,0
Abra,Malibcong,1993,0
Abra,Malibcong,1994,7.522047
Abra,Malibcong,1995,7.522047
Abra,Malibcong,1996,7.522047
Abra,Malibcong,1997,7.522047
Abra,Malibcong,1998,10.717871
Abra,Malibcong,1999,13.614428
Abra,Malibcong,2000,16.173886
Abra,Malibcong,2001,16.173886
Abra,Malibcong,2002,20.20856662
Abra,Malibcong,2003,21.165383
Abra,Malibcong,2004,20.94824228
Abra,Malibcong,2005,22.412373
Abra,Malibcong,2006,26.74584966
Abra,Malibcong,2007,28.33066657
Abra,Malibcong,2008,32.50726732
Abra,Malibcong,2009,36.526692
Abra,Malibcong,2010,38.651686
Abra,Malibcong,2011,41.756108
Abra,Malibcong,2012,40.368202
Abra,Malibcong,2013,45.189635
Abra,Malibcong,2014,51.099804
Abra,Malibcong,2015,58.337634
Abra,Malibcong,2016,64.191461
Abra,Manabo,1992,0
Abra,Manabo,1993,3.792411
Abra,Manabo,1994,5.248449
Abra,Manabo,1995,5.248449
Abra,Manabo,1996,6.247255
Abra,Manabo,1997,8.553907
Abra,Manabo,1998,9.322141
Abra,Manabo,1999,9.322141
Abra,Manabo,2000,13.887362
Abra,Manabo,2001,12.403336
Abra,Manabo,2002,17.12867874
Abra,Manabo,2003,18.05021
Abra,Manabo,2004,17.351946
Abra,Manabo,2005,18.677556
Abra,Manabo,2006,21.90304523
Abra,Manabo,2007,23.535393
Abra,Manabo,2008,26.98721545
Abra,Manabo,2009,30.407384
Abra,Manabo,2010,32.200559
Abra,Manabo,2011,34.778877
Abra,Manabo,2012,33.658589
Abra,Manabo,2013,37.318597
Abra,Manabo,2014,42.177519
Abra,Manabo,2015,48.081126
Abra,Manabo,2016,52.898952
Abra,Peñarrubia,1992,1.653144
Abra,Peñarrubia,1993,2.927128
Abra,Peñarrubia,1994,4.261014
Abra,Peñarrubia,1995,4.7004
Abra,Peñarrubia,1996,5.069317
Abra,Peñarrubia,1997,6.56808
Abra,Peñarrubia,1998,7.488181
Abra,Peñarrubia,1999,8.975193
Abra,Peñarrubia,2000,9.702734
Abra,Peñarrubia,2001,10.127511
Abra,Peñarrubia,2002,12.252789
Abra,Peñarrubia,2003,13.40023201
Abra,Peñarrubia,2004,12.812884
Abra,Peñarrubia,2005,13.748789
Abra,Peñarrubia,2006,16.06118217
Abra,Peñarrubia,2007,16.498183
Abra,Peñarrubia,2008,19.96011862
Abra,Peñarrubia,2009,22.467922
Abra,Peñarrubia,2010,23.776458
Abra,Peñarrubia,2011,25.648128
Abra,Peñarrubia,2012,24.799689
Abra,Peñarrubia,2013,27.420965
Abra,Peñarrubia,2014,30.939012
Abra,Peñarrubia,2015,35.217285
Abra,Peñarrubia,2016,38.704656
Abra,Pidigan,1992,0
Abra,Pidigan,1993,0
Abra,Pidigan,1994,5.07949
Abra,Pidigan,1995,5.620336
Abra,Pidigan,1996,6.069153
Abra,Pidigan,1997,7.728933
Abra,Pidigan,1998,8.33446
Abra,Pidigan,1999,10.0061013
Abra,Pidigan,2001,10.872651
Abra,Pidigan,2002,14.99810088
Abra,Pidigan,2003,16.386477
Abra,Pidigan,2004,15.428765
Abra,Pidigan,2005,15.694265
Abra,Pidigan,2006,19.188536
Abra,Pidigan,2007,19.960644
Abra,Pidigan,2008,24.11819364
Abra,Pidigan,2009,28.443003
Abra,Pidigan,2010,28.457819
Abra,Pidigan,2011,30.729582
Abra,Pidigan,2012,29.746156
Abra,Pidigan,2013,32.955864
Abra,Pidigan,2014,37.221295
Abra,Pidigan,2015,42.426084
Abra,Pidigan,2016,46.620852
Abra,Pilar,1992,2.328022
Abra,Pilar,1993,3.950999
Abra,Pilar,1994,5.597223
Abra,Pilar,1995,6.171406
Abra,Pilar,1996,6.642649
Abra,Pilar,1997,8.086688
Abra,Pilar,1998,8.277265
Abra,Pilar,1999,10.943635
Abra,Pilar,2000,12.964479
Abra,Pilar,2001,12.621609
Abra,Pilar,2002,15.022445
Abra,Pilar,2003,16.435715
Abra,Pilar,2004,15.723587
Abra,Pilar,2005,16.902184
Abra,Pilar,2006,19.79609955
Abra,Pilar,2007,20.32694
Abra,Pilar,2008,24.417883
Abra,Pilar,2009,26.986563
Abra,Pilar,2010,28.56676
Abra,Pilar,2011,30.830077
Abra,Pilar,2012,29.837851
Abra,Pilar,2013,32.962871
Abra,Pilar,2014,37.214187
Abra,Pilar,2015,42.375084
Abra,Pilar,2016,46.590754
Abra,Sallapadan,1992,0
Abra,Sallapadan,1993,0
Abra,Sallapadan,1994,4.782169
Abra,Sallapadan,1995,5.573448
Abra,Sallapadan,1996,5.927749
Abra,Sallapadan,1997,7.516184
Abra,Sallapadan,1998,8.242872
Abra,Sallapadan,1999,9.83437
Abra,Sallapadan,2000,11.81736518
Abra,Sallapadan,2001,12.013314
Abra,Sallapadan,2002,16.41591029
Abra,Sallapadan,2003,15.639812
Abra,Sallapadan,2004,15.894084
Abra,Sallapadan,2005,17.098761
Abra,Sallapadan,2006,18.461374
Abra,Sallapadan,2007,20.6571
Abra,Sallapadan,2008,25.03071193
Abra,Sallapadan,2009,28.292269
Abra,Sallapadan,2010,29.953551
Abra,Sallapadan,2011,32.352489
Abra,Sallapadan,2012,31.281268
Abra,Sallapadan,2013,34.236023
Abra,Sallapadan,2014,38.693066
Abra,Sallapadan,2015,44.130059
Abra,Sallapadan,2016,48.546706
Abra,San Isidro,1992,0
Abra,San Isidro,1993,0
Abra,San Isidro,1994,3.982442
Abra,San Isidro,1995,3.982442
Abra,San Isidro,1996,4.654406
Abra,San Isidro,1997,6.361228
Abra,San Isidro,1998,6.862003
Abra,San Isidro,1999,8.360953
Abra,San Isidro,2000,9.66386
Abra,San Isidro,2001,9.165551
Abra,San Isidro,2002,12.37396141
Abra,San Isidro,2003,13.239632
Abra,San Isidro,2004,12.510041
Abra,San Isidro,2005,13.423942
Abra,San Isidro,2006,15.69662243
Abra,San Isidro,2007,16.124711
Abra,San Isidro,2008,18.534857
Abra,San Isidro,2009,21.755119
Abra,San Isidro,2010,22.954534
Abra,San Isidro,2011,24.761666
Abra,San Isidro,2012,23.92899
Abra,San Isidro,2013,26.627204
Abra,San Isidro,2014,30.046338
Abra,San Isidro,2015,34.212948
Abra,San Isidro,2016,37.601412
Abra,San Juan,1992,2.112428
Abra,San Juan,1993,3.060694
Abra,San Juan,1994,5.346167
Abra,San Juan,1995,6.551502
Abra,San Juan,1996,6.35826
Abra,San Juan,1997,7.913038
Abra,San Juan,1998,8.541731
Abra,San Juan,1999,10.236456
Abra,San Juan,2000,11.79438
Abra,San Juan,2001,11.576451
Abra,San Juan,2002,15.02058717
Abra,San Juan,2003,16.393346
Abra,San Juan,2004,15.435432
Abra,San Juan,2005,16.58676
Abra,San Juan,2006,19.408604
Abra,San Juan,2007,19.936779
Abra,San Juan,2008,22.923259
Abra,San Juan,2009,26.807452
Abra,San Juan,2010,28.472776
Abra,San Juan,2011,30.621648
Abra,San Juan,2012,29.636183
Abra,San Juan,2013,33.38647
Abra,San Juan,2014,37.695358
Abra,San Juan,2015,42.923364
Abra,San Juan,2016,47.196477
Abra,San Quintin,1992,0
Abra,San Quintin,1993,3.212162
Abra,San Quintin,1994,4.49238
Abra,San Quintin,1995,4.948581
Abra,San Quintin,1996,5.32783
Abra,San Quintin,1997,6.885233
Abra,San Quintin,1998,7.462689
Abra,San Quintin,1999,8.936313
Abra,San Quintin,2000,10.679925
Abra,San Quintin,2001,9.721197
Abra,San Quintin,2002,13.38456562
Abra,San Quintin,2003,14.248579
Abra,San Quintin,2004,14.03576
Abra,San Quintin,2005,14.539977
Abra,San Quintin,2006,14.539975
Abra,San Quintin,2007,17.208783
Abra,San Quintin,2008,17.208783
Abra,San Quintin,2009,23.617856
Abra,San Quintin,2010,24.792808
Abra,San Quintin,2011,26.756268
Abra,San Quintin,2012,25.862101
Abra,San Quintin,2013,28.455815
Abra,San Quintin,2014,32.125367
Abra,San Quintin,2015,36.597736
Abra,San Quintin,2016,40.234201
Abra,Tayum,1992,0
Abra,Tayum,1993,0
Abra,Tayum,1994,5.303578
Abra,Tayum,1995,5.303578
Abra,Tayum,1996,5.303578
Abra,Tayum,1997,8.254415
Abra,Tayum,1998,8.915584
Abra,Tayum,1999,10.760406
Abra,Tayum,2000,14.258375
Abra,Tayum,2001,14.591434
Abra,Tayum,2002,12.882936
Abra,Tayum,2003,16.682797
Abra,Tayum,2004,16.034556
Abra,Tayum,2005,16.875816
Abra,Tayum,2006,21.26831627
Abra,Tayum,2007,22.45902374
Abra,Tayum,2008,25.90703349
Abra,Tayum,2009,30.06825
Abra,Tayum,2010,30.903592
Abra,Tayum,2011,33.380368
Abra,Tayum,2012,32.320878
Abra,Tayum,2013,36.090043
Abra,Tayum,2014,40.792413
Abra,Tayum,2015,46.484757
Abra,Tayum,2016,51.149778
Abra,Tineg,1992,0
Abra,Tineg,1993,0
Abra,Tineg,1994,13.442532
Abra,Tineg,1995,14.566223
Abra,Tineg,1996,15.408219
Abra,Tineg,1997,19.125739
Abra,Tineg,1998,20.671748
Abra,Tineg,1999,25.340524
Abra,Tineg,2000,30.647009
Abra,Tineg,2001,28.409556
Abra,Tineg,2002,38.07355287
Abra,Tineg,2003,38.665285
Abra,Tineg,2004,38.650848
Abra,Tineg,2005,41.673015
Abra,Tineg,2006,45.834875
Abra,Tineg,2007,50.707226
Abra,Tineg,2008,58.423457
Abra,Tineg,2009,62.786043
Abra,Tineg,2010,72.778456
Abra,Tineg,2011,78.668347
Abra,Tineg,2012,76.112112
Abra,Tineg,2013,84.894871
Abra,Tineg,2014,72.053064
Abra,Tineg,2015,109.783104
Abra,Tineg,2016,120.850908
Abra,Tubo,1992,4.080717
Abra,Tubo,1993,0
Abra,Tubo,1994,9.020054
Abra,Tubo,1995,9.781538
Abra,Tubo,1996,10.380874
Abra,Tubo,1997,12.718673
Abra,Tubo,1998,12.50182
Abra,Tubo,1999,17.819321
Abra,Tubo,2000,20.783598
Abra,Tubo,2001,20.197333
Abra,Tubo,2002,25.75213907
Abra,Tubo,2003,26.838603
Abra,Tubo,2004,26.1282
Abra,Tubo,2005,28.153074
Abra,Tubo,2006,30.937008
Abra,Tubo,2007,34.185841
Abra,Tubo,2008,41.46165469
Abra,Tubo,2009,46.02409
Abra,Tubo,2010,49.57028
Abra,Tubo,2011,53.571184
Abra,Tubo,2012,51.820684
Abra,Tubo,2013,57.61026
Abra,Tubo,2014,65.176155
Abra,Tubo,2015,74.4402
Abra,Tubo,2016,81.934618
Abra,Villaviciosa,1992,0
Abra,Villaviciosa,1993,0
Abra,Villaviciosa,1994,4.81488
Abra,Villaviciosa,1995,4.81488
Abra,Villaviciosa,1996,4.81488
Abra,Villaviciosa,1997,4.81488
Abra,Villaviciosa,1998,7.850576
Abra,Villaviciosa,1999,9.478745
Abra,Villaviciosa,2001,10.364128
Abra,Villaviciosa,2002,13.973482
Abra,Villaviciosa,2003,14.89237
Abra,Villaviciosa,2004,14.874132
Abra,Villaviciosa,2005,16.009963
Abra,Villaviciosa,2006,18.6826816
Abra,Villaviciosa,2007,19.234668
Abra,Villaviciosa,2008,22.94025925
Abra,Villaviciosa,2009,25.947331
Abra,Villaviciosa,2010,27.35815
Abra,Villaviciosa,2011,29.522536
Abra,Villaviciosa,2012,28.542416
Abra,Villaviciosa,2013,31.7412225
Abra,Villaviciosa,2014,35.834872
Abra,Villaviciosa,2015,40.828257
Abra,Villaviciosa,2016,44.833976
Agusan del Norte,Buenavista,1992,5.677788
Agusan del Norte,Buenavista,1993,10.094392
Agusan del Norte,Buenavista,1994,16.060843
Agusan del Norte,Buenavista,1995,17.945192
Agusan del Norte,Buenavista,1996,19.236876
Agusan del Norte,Buenavista,1997,24.924855
Agusan del Norte,Buenavista,1998,25.899394
Agusan del Norte,Buenavista,1999,33.032636
Agusan del Norte,Buenavista,2000,38.272459
Agusan del Norte,Buenavista,2001,37.604101
Agusan del Norte,Buenavista,2002,50.97593951
Agusan del Norte,Buenavista,2003,51.548841
Agusan del Norte,Buenavista,2004,51.727894
Agusan del Norte,Buenavista,2005,55.857587
Agusan del Norte,Buenavista,2006,65.50878958
Agusan del Norte,Buenavista,2007,67.567878
Agusan del Norte,Buenavista,2008,75.977159
Agusan del Norte,Buenavista,2009,89.92715079999999
Agusan del Norte,Buenavista,2010,94.198786
Agusan del Norte,Buenavista,2011,101.817864
Agusan del Norte,Buenavista,2012,98.84322
Agusan del Norte,Buenavista,2013,111.418617
Agusan del Norte,Buenavista,2014,126.052385
Agusan del Norte,Buenavista,2015,143.718662
Agusan del Norte,Buenavista,2016,158.245455
Agusan del Norte,Butuan City,1992,93.474928
Agusan del Norte,Butuan City,1993,173.897339
Agusan del Norte,Butuan City,1994,249.590088
Agusan del Norte,Butuan City,1995,266.126873
Agusan del Norte,Butuan City,1996,285.363236
Agusan del Norte,Butuan City,1997,319.577858
Agusan del Norte,Butuan City,1998,340.98518
Agusan del Norte,Butuan City,1999,361.876697
Agusan del Norte,Butuan City,2000,436.720295
Agusan del Norte,Butuan City,2001,398.435503
Agusan del Norte,Butuan City,2002,383.209151
Agusan del Norte,Butuan City,2003,444.50294878
Agusan del Norte,Butuan City,2004,436.757876
Agusan del Norte,Butuan City,2005,464.131456
Agusan del Norte,Butuan City,2006,554.2163996200001
Agusan del Norte,Butuan City,2007,562.731289
Agusan del Norte,Butuan City,2008,599.5337237
Agusan del Norte,Butuan City,2009,717.483368
Agusan del Norte,Butuan City,2010,788.54611
Agusan del Norte,Butuan City,2011,847.872556
Agusan del Norte,Butuan City,2012,727.061914
Agusan del Norte,Butuan City,2013,773.57305
Agusan del Norte,Butuan City,2014,870.938269
Agusan del Norte,Butuan City,2015,994.930498
Agusan del Norte,Butuan City,2016,1089.512803
Agusan del Norte,Cabadbaran City,1992,7.306593
Agusan del Norte,Cabadbaran City,1993,12.379227
Agusan del Norte,Cabadbaran City,1994,13.970825
Agusan del Norte,Cabadbaran City,1995,16.372005
Agusan del Norte,Cabadbaran City,1996,18.004465
Agusan del Norte,Cabadbaran City,1997,22.875645
Agusan del Norte,Cabadbaran City,1998,25.118146
Agusan del Norte,Cabadbaran City,1999,31.230911
Agusan del Norte,Cabadbaran City,2000,37.76711924
Agusan del Norte,Cabadbaran City,2001,34.9484
Agusan del Norte,Cabadbaran City,2002,36.73595244
Agusan del Norte,Cabadbaran City,2003,46.661495
Agusan del Norte,Cabadbaran City,2004,46.602009
Agusan del Norte,Cabadbaran City,2005,43.503287
Agusan del Norte,Cabadbaran City,2006,66.87933076
Agusan del Norte,Cabadbaran City,2007,61.13778
Agusan del Norte,Cabadbaran City,2008,233.46693056
Agusan del Norte,Cabadbaran City,2009,159.111078
Agusan del Norte,Cabadbaran City,2010,88.030621
Agusan del Norte,Cabadbaran City,2011,95.258397
Agusan del Norte,Cabadbaran City,2012,296.78698
Agusan del Norte,Cabadbaran City,2013,321.380031
Agusan del Norte,Cabadbaran City,2014,362.059509
Agusan del Norte,Cabadbaran City,2015,413.897696
Agusan del Norte,Cabadbaran City,2016,453.321636
Agusan del Norte,Carmen,1992,2.6973
Agusan del Norte,Carmen,1993,4.732575
Agusan del Norte,Carmen,1994,7.155223
Agusan del Norte,Carmen,1995,7.920018
Agusan del Norte,Carmen,1996,9.839398
Agusan del Norte,Carmen,1997,12.245447
Agusan del Norte,Carmen,1998,13.432015
Agusan del Norte,Carmen,1999,16.194084
Agusan del Norte,Carmen,2000,18.5755706
Agusan del Norte,Carmen,2001,17.716509
Agusan del Norte,Carmen,2002,24.236174
Agusan del Norte,Carmen,2003,23.83608
Agusan del Norte,Carmen,2004,25.007316
Agusan del Norte,Carmen,2005,26.962733
